SK_ID_CURR,TARGET,C_CNT_CHILDREN,C_AMT_INCOME_TOTAL,C_AMT_CREDIT,C_AMT_ANNUITY,C_AMT_GOODS_PRICE,C_OWN_CAR_AGE,C_TOTALAREA_MODE,D_OCCUPATION_TYPE,D_NAME_CONTRACT_TYPE,D_CODE_GENDER,D_FLAG_OWN_CAR,D_FLAG_OWN_REALTY,D_NAME_INCOME_TYPE,D_NAME_EDUCATION_TYPE,D_NAME_FAMILY_STATUS,D_NAME_HOUSING_TYPE,D_FLAG_PHONE,D_WEEKDAY_APPR_PROCESS_START,D_NAME_TYPE_SUITE,D_HOUSETYPE_MODE,D_WALLSMATERIAL_MODE
257114,1,1,112500.0,500490.0,51412.5,450000.0,,0.0771,Laborers,Cash loans,M,N,N,Working,Secondary / secondary special,Single / not married,Municipal apartment,0,SUNDAY,Unaccompanied,block of flats,Panel
199269,0,0,90000.0,270000.0,13500.0,270000.0,13.0,,,Revolving loans,F,Y,Y,Pensioner,Secondary / secondary special,Married,House / apartment,1,MONDAY,Unaccompanied,,
300251,0,0,225000.0,1125000.0,32895.0,1125000.0,,0.0854,Accountants,Cash loans,F,N,N,Working,Secondary / secondary special,Single / not married,House / apartment,1,MONDAY,Unaccompanied,block of flats,"Stone, brick"
182721,1,0,81000.0,1125000.0,33025.5,1125000.0,,,Laborers,Cash loans,F,N,Y,Working,Secondary / secondary special,Married,House / apartment,1,THURSDAY,Unaccompanied,,
108094,1,0,90000.0,202500.0,10125.0,202500.0,,,Sales staff,Revolving loans,F,N,N,Working,Secondary / secondary special,Married,House / apartment,0,THURSDAY,Family,,
435216,0,0,90000.0,526491.0,23319.0,454500.0,,,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Married,House / apartment,0,TUESDAY,Unaccompanied,,
204267,0,3,270000.0,1258650.0,53325.0,1125000.0,4.0,,Laborers,Cash loans,M,Y,Y,Working,Secondary / secondary special,Married,House / apartment,1,SUNDAY,Unaccompanied,,
172862,0,0,180000.0,1078200.0,31653.0,900000.0,,0.2878,,Cash loans,F,N,Y,Pensioner,Higher education,Single / not married,House / apartment,0,WEDNESDAY,Unaccompanied,block of flats,Panel
342572,1,0,81000.0,450000.0,21109.5,450000.0,,,Drivers,Cash loans,M,N,Y,Working,Secondary / secondary special,Married,House / apartment,0,SUNDAY,Unaccompanied,,
353689,0,0,225000.0,1687266.0,67045.5,1575000.0,,0.0098,Core staff,Cash loans,M,N,Y,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,THURSDAY,Unaccompanied,block of flats,"Stone, brick"
156279,0,1,225000.0,679500.0,19998.0,679500.0,7.0,0.4487,,Cash loans,F,Y,N,Pensioner,Higher education,Married,House / apartment,0,TUESDAY,Unaccompanied,block of flats,Panel
145437,1,2,144000.0,269550.0,18364.5,225000.0,,0.0607,Laborers,Cash loans,M,N,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,0,MONDAY,Unaccompanied,block of flats,Panel
316367,1,1,67500.0,202500.0,10125.0,,,0.0141,Security staff,Revolving loans,M,N,Y,Working,Secondary / secondary special,Married,House / apartment,1,MONDAY,,block of flats,Panel
249134,0,0,157500.0,760225.5,32337.0,679500.0,,,,Cash loans,F,N,Y,Pensioner,Higher education,Married,House / apartment,1,SATURDAY,Unaccompanied,,
232732,0,0,112500.0,101880.0,8176.5,90000.0,,0.3995,Laborers,Cash loans,F,N,Y,Commercial associate,Higher education,Separated,House / apartment,0,THURSDAY,Unaccompanied,block of flats,Panel
180370,0,0,225000.0,354276.0,11443.5,292500.0,,0.4617,,Cash loans,F,N,Y,Pensioner,Higher education,Widow,House / apartment,0,TUESDAY,Unaccompanied,block of flats,Panel
363929,0,0,180000.0,225000.0,6066.0,225000.0,3.0,,,Cash loans,M,Y,N,Working,Secondary / secondary special,Single / not married,With parents,0,FRIDAY,,,
451284,0,0,135000.0,1223010.0,54558.0,1125000.0,,,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Married,House / apartment,0,THURSDAY,Family,,
279241,0,2,45000.0,269550.0,16416.0,225000.0,,,Laborers,Cash loans,F,N,N,Working,Secondary / secondary special,Married,With parents,0,THURSDAY,Family,,
368510,0,0,67500.0,135000.0,6750.0,135000.0,65.0,0.0183,,Revolving loans,F,Y,N,Commercial associate,Higher education,Separated,House / apartment,1,SATURDAY,Unaccompanied,block of flats,
206087,0,0,180000.0,422235.0,22234.5,364500.0,,0.0943,Sales staff,Cash loans,F,N,Y,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,FRIDAY,Unaccompanied,block of flats,Panel
343400,0,0,180000.0,1006920.0,40063.5,900000.0,23.0,,Core staff,Cash loans,F,Y,Y,Working,Secondary / secondary special,Civil marriage,House / apartment,0,THURSDAY,Unaccompanied,,
132418,0,0,247500.0,775012.5,43407.0,661500.0,,0.0897,Managers,Cash loans,F,N,Y,Commercial associate,Higher education,Married,House / apartment,0,THURSDAY,Unaccompanied,block of flats,Panel
162533,0,1,135000.0,360000.0,18000.0,360000.0,1.0,,,Revolving loans,F,Y,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,0,TUESDAY,"Spouse, partner",,
272864,0,0,112500.0,180000.0,9000.0,180000.0,,0.4085,Drivers,Revolving loans,M,N,Y,Working,Secondary / secondary special,Single / not married,House / apartment,1,MONDAY,Unaccompanied,block of flats,Panel
454050,0,0,67500.0,135000.0,7749.0,135000.0,,,Sales staff,Cash loans,F,N,Y,Working,Secondary / secondary special,Single / not married,House / apartment,1,WEDNESDAY,Unaccompanied,,
221942,0,0,54000.0,148707.0,14485.5,139500.0,,,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Widow,House / apartment,0,WEDNESDAY,Unaccompanied,,
383127,0,1,112500.0,135000.0,9261.0,135000.0,,0.3977,Sales staff,Cash loans,F,N,Y,Working,Secondary / secondary special,Separated,House / apartment,0,WEDNESDAY,Unaccompanied,block of flats,Panel
360159,0,2,112500.0,646344.0,17181.0,423000.0,14.0,,Managers,Cash loans,M,Y,N,Working,Secondary / secondary special,Married,House / apartment,0,FRIDAY,Unaccompanied,,
358526,0,2,135000.0,224136.0,22297.5,198000.0,16.0,0.0498,Laborers,Cash loans,F,Y,Y,Working,Secondary / secondary special,Married,House / apartment,1,WEDNESDAY,Unaccompanied,block of flats,Panel
414921,0,0,405000.0,314100.0,17037.0,225000.0,,0.039,Laborers,Cash loans,M,N,N,Commercial associate,Secondary / secondary special,Married,Office apartment,0,FRIDAY,Unaccompanied,block of flats,"Stone, brick"
314187,0,0,128250.0,1293502.5,35698.5,1129500.0,,,Managers,Cash loans,F,N,Y,Working,Higher education,Married,House / apartment,0,TUESDAY,Unaccompanied,,
371266,0,0,270000.0,942300.0,30528.0,675000.0,10.0,,,Cash loans,F,Y,Y,Working,Higher education,Married,House / apartment,0,FRIDAY,Unaccompanied,,
444004,0,0,180000.0,337500.0,17361.0,337500.0,,0.1541,Accountants,Cash loans,F,N,Y,Working,Secondary / secondary special,Married,House / apartment,0,WEDNESDAY,Unaccompanied,block of flats,Others
366863,0,1,180000.0,180000.0,9000.0,180000.0,10.0,0.5041,Drivers,Revolving loans,M,Y,Y,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,THURSDAY,Unaccompanied,block of flats,Panel
447322,0,0,135000.0,480784.5,31549.5,445500.0,,0.2141,,Cash loans,F,N,Y,Pensioner,Higher education,Separated,House / apartment,0,FRIDAY,Family,block of flats,Panel
155512,0,0,225000.0,900000.0,57649.5,900000.0,,0.1081,Managers,Cash loans,F,N,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,1,SUNDAY,Unaccompanied,block of flats,"Stone, brick"
415238,0,0,135000.0,270000.0,26433.0,270000.0,,,Managers,Cash loans,M,N,Y,State servant,Higher education,Married,House / apartment,1,SUNDAY,Unaccompanied,,
414962,0,1,112500.0,203760.0,22072.5,180000.0,,0.0384,,Cash loans,F,N,Y,State servant,Secondary / secondary special,Married,House / apartment,0,FRIDAY,Family,block of flats,
115316,0,0,405000.0,1575000.0,43312.5,1575000.0,2.0,,Managers,Cash loans,F,Y,Y,State servant,Incomplete higher,Civil marriage,House / apartment,0,MONDAY,Family,,
356999,0,0,157500.0,292500.0,14625.0,292500.0,21.0,,,Revolving loans,F,Y,N,Pensioner,Secondary / secondary special,Married,House / apartment,0,TUESDAY,Unaccompanied,,
111068,0,0,90000.0,755190.0,33394.5,675000.0,4.0,0.0892,,Cash loans,F,Y,Y,Pensioner,Higher education,Separated,House / apartment,0,WEDNESDAY,Unaccompanied,block of flats,"Stone, brick"
260745,0,0,157500.0,555273.0,16366.5,463500.0,2.0,,Core staff,Cash loans,F,Y,Y,State servant,Higher education,Married,House / apartment,0,THURSDAY,Unaccompanied,,
390786,0,0,189000.0,143910.0,16402.5,135000.0,,,Drivers,Cash loans,M,N,N,Commercial associate,Secondary / secondary special,Married,House / apartment,0,MONDAY,Unaccompanied,,
344094,0,0,189000.0,900000.0,24750.0,900000.0,,0.0278,,Cash loans,F,N,Y,Commercial associate,Higher education,Civil marriage,House / apartment,0,WEDNESDAY,Unaccompanied,block of flats,Panel
273827,0,0,180000.0,1078200.0,31522.5,900000.0,,0.1926,Security staff,Cash loans,M,N,N,Commercial associate,Higher education,Single / not married,House / apartment,0,TUESDAY,Unaccompanied,block of flats,Panel
272092,0,0,112500.0,270000.0,13500.0,270000.0,,,,Revolving loans,F,N,Y,Pensioner,Secondary / secondary special,Married,House / apartment,1,THURSDAY,Family,,
106910,0,0,175500.0,871335.0,38511.0,715500.0,,0.002,Sales staff,Cash loans,F,N,Y,Working,Secondary / secondary special,Single / not married,House / apartment,0,THURSDAY,Unaccompanied,block of flats,"Stone, brick"
203497,0,1,175500.0,904500.0,50503.5,904500.0,,0.0688,,Cash loans,F,N,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,1,THURSDAY,Unaccompanied,block of flats,"Stone, brick"
212741,0,0,238500.0,331920.0,17077.5,225000.0,,0.0111,Laborers,Cash loans,M,N,Y,Working,Secondary / secondary special,Civil marriage,House / apartment,1,THURSDAY,Unaccompanied,block of flats,Panel
446494,0,0,220500.0,364428.0,10152.0,238500.0,14.0,,Drivers,Cash loans,M,Y,Y,Working,Secondary / secondary special,Married,House / apartment,0,FRIDAY,Family,,
269825,0,0,90000.0,814041.0,23931.0,679500.0,,,Cooking staff,Cash loans,F,N,Y,Working,Secondary / secondary special,Married,House / apartment,0,MONDAY,Family,,
431878,0,0,225000.0,808650.0,31464.0,675000.0,,,,Cash loans,M,N,Y,Working,Secondary / secondary special,Married,House / apartment,0,MONDAY,Unaccompanied,,
354040,1,0,211500.0,112500.0,9018.0,112500.0,,,Core staff,Cash loans,F,N,Y,Commercial associate,Higher education,Single / not married,House / apartment,1,THURSDAY,Unaccompanied,,
425987,0,2,225000.0,1824480.0,57415.5,1575000.0,8.0,0.0688,Laborers,Cash loans,M,Y,Y,Commercial associate,Higher education,Married,House / apartment,0,THURSDAY,Unaccompanied,block of flats,"Stone, brick"
221088,0,0,180000.0,337500.0,33007.5,337500.0,,0.1652,,Cash loans,M,N,N,Pensioner,Secondary / secondary special,Married,House / apartment,1,SATURDAY,Family,block of flats,Panel
280182,0,0,81000.0,370629.0,13441.5,306000.0,,0.0343,,Cash loans,F,N,N,Pensioner,Secondary / secondary special,Married,House / apartment,0,TUESDAY,Family,block of flats,Panel
390704,0,2,306000.0,1176228.0,81864.0,1080000.0,,,Managers,Cash loans,F,N,N,Commercial associate,Secondary / secondary special,Married,House / apartment,0,MONDAY,Unaccompanied,,
338344,1,1,90000.0,135000.0,12379.5,135000.0,,,Sales staff,Cash loans,F,N,Y,Working,Secondary / secondary special,Civil marriage,House / apartment,0,SATURDAY,Family,,
455269,0,0,157500.0,521280.0,22216.5,450000.0,,,,Cash loans,F,N,Y,Working,Secondary / secondary special,Married,House / apartment,0,SATURDAY,Unaccompanied,,
156075,0,0,117000.0,1256400.0,36864.0,900000.0,,0.1809,Medicine staff,Cash loans,F,N,N,State servant,Higher education,Single / not married,House / apartment,0,SATURDAY,Unaccompanied,block of flats,Panel
209047,0,0,202500.0,640764.0,17032.5,459000.0,,0.0083,Laborers,Cash loans,M,N,N,Working,Higher education,Married,House / apartment,0,THURSDAY,Unaccompanied,block of flats,"Stone, brick"
379028,0,0,90000.0,740700.0,24610.5,562500.0,,0.0655,Security staff,Cash loans,F,N,Y,State servant,Secondary / secondary special,Civil marriage,House / apartment,0,MONDAY,Unaccompanied,,
243974,0,2,310500.0,545040.0,36553.5,450000.0,6.0,,Accountants,Cash loans,F,Y,Y,Commercial associate,Higher education,Married,House / apartment,1,WEDNESDAY,Unaccompanied,,
182418,0,0,157500.0,1166724.0,34245.0,913500.0,,0.179,Laborers,Cash loans,M,N,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,0,WEDNESDAY,Unaccompanied,block of flats,Panel
398017,0,0,135000.0,1288350.0,37800.0,1125000.0,,,Laborers,Cash loans,M,N,Y,Working,Secondary / secondary special,Married,House / apartment,1,SATURDAY,Unaccompanied,,
195024,0,1,112500.0,225000.0,23053.5,225000.0,,0.0844,Core staff,Cash loans,F,N,N,Working,Secondary / secondary special,Married,House / apartment,0,SUNDAY,Unaccompanied,block of flats,Panel
168266,0,0,247500.0,1319269.5,38704.5,1152000.0,,,Core staff,Cash loans,F,N,Y,State servant,Higher education,Married,House / apartment,1,SUNDAY,"Spouse, partner",,
401800,0,1,180000.0,382500.0,19125.0,382500.0,8.0,,Core staff,Revolving loans,M,Y,Y,Working,Higher education,Married,House / apartment,0,MONDAY,Unaccompanied,,
326143,0,0,58500.0,134775.0,6066.0,112500.0,,,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Married,House / apartment,0,WEDNESDAY,Unaccompanied,,
262610,0,1,202500.0,1325475.0,56290.5,1125000.0,,0.0735,Laborers,Cash loans,F,N,Y,Working,Secondary / secondary special,Civil marriage,House / apartment,0,THURSDAY,Unaccompanied,block of flats,
159148,0,2,202500.0,270000.0,13500.0,270000.0,9.0,0.2392,,Revolving loans,M,Y,Y,Commercial associate,Higher education,Married,House / apartment,0,SATURDAY,Unaccompanied,block of flats,Panel
246706,0,0,121500.0,284400.0,19134.0,225000.0,,,Cleaning staff,Cash loans,F,N,N,Working,Lower secondary,Single / not married,Office apartment,0,THURSDAY,Unaccompanied,,
447558,0,1,112500.0,286704.0,24655.5,247500.0,,0.1457,Security staff,Cash loans,M,N,Y,Working,Secondary / secondary special,Civil marriage,House / apartment,0,THURSDAY,Unaccompanied,block of flats,Panel
226147,0,3,112500.0,225000.0,11250.0,225000.0,12.0,,,Revolving loans,F,Y,Y,Working,Higher education,Married,House / apartment,0,THURSDAY,Unaccompanied,,
428487,0,0,292500.0,431280.0,22018.5,360000.0,13.0,,Core staff,Cash loans,M,Y,N,State servant,Secondary / secondary special,Civil marriage,House / apartment,0,TUESDAY,Unaccompanied,,
445955,0,0,117000.0,454500.0,13153.5,454500.0,,,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Separated,House / apartment,1,THURSDAY,Unaccompanied,,
446809,0,0,67500.0,180000.0,9000.0,180000.0,,,Private service staff,Revolving loans,F,N,N,Working,Higher education,Married,With parents,0,TUESDAY,Unaccompanied,,
422649,0,0,112500.0,255960.0,17104.5,202500.0,,0.0079,Laborers,Cash loans,M,N,Y,Working,Secondary / secondary special,Married,House / apartment,0,WEDNESDAY,Unaccompanied,block of flats,"Stone, brick"
380799,0,0,157500.0,765261.0,32553.0,684000.0,,,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Married,House / apartment,0,MONDAY,Unaccompanied,,
447922,0,0,135000.0,942300.0,30528.0,675000.0,,,Medicine staff,Cash loans,F,N,Y,Working,Secondary / secondary special,Married,House / apartment,0,MONDAY,Family,,
245073,0,0,540000.0,904500.0,90054.0,904500.0,,,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Married,House / apartment,1,MONDAY,Family,,
322382,0,0,180000.0,679500.0,68022.0,679500.0,15.0,0.126,Core staff,Cash loans,F,Y,Y,Working,Secondary / secondary special,Civil marriage,House / apartment,0,SATURDAY,Family,block of flats,"Stone, brick"
438335,0,1,76500.0,135000.0,6750.0,135000.0,,0.0955,Secretaries,Revolving loans,F,N,N,Commercial associate,Secondary / secondary special,Married,House / apartment,0,MONDAY,Unaccompanied,block of flats,Panel
381632,0,0,103500.0,202500.0,9846.0,202500.0,,,,Cash loans,F,N,N,State servant,Secondary / secondary special,Civil marriage,House / apartment,0,WEDNESDAY,Family,,
103241,0,1,103500.0,381528.0,18684.0,315000.0,,,Laborers,Cash loans,F,N,N,Working,Secondary / secondary special,Separated,House / apartment,0,THURSDAY,Family,,
230902,0,0,117000.0,172021.5,12361.5,148500.0,,0.0661,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Married,House / apartment,0,TUESDAY,Unaccompanied,block of flats,Panel
107858,0,1,180000.0,517788.0,25312.5,427500.0,,,Sales staff,Cash loans,F,N,Y,Commercial associate,Higher education,Married,House / apartment,0,WEDNESDAY,Unaccompanied,,
256942,0,0,90000.0,127350.0,12726.0,112500.0,,0.2531,Cleaning staff,Cash loans,F,N,N,Working,Secondary / secondary special,Married,Municipal apartment,0,THURSDAY,Unaccompanied,block of flats,"Stone, brick"
350795,0,0,157500.0,314100.0,19111.5,225000.0,10.0,0.1119,Drivers,Cash loans,M,Y,Y,Working,Secondary / secondary special,Single / not married,House / apartment,0,MONDAY,Unaccompanied,block of flats,Panel
378530,0,1,90000.0,270000.0,13500.0,270000.0,,,Laborers,Revolving loans,M,N,Y,Working,Secondary / secondary special,Married,House / apartment,0,WEDNESDAY,Other_A,,
340811,0,1,112500.0,117162.0,12559.5,103500.0,7.0,0.0744,High skill tech staff,Cash loans,F,Y,Y,Working,Secondary / secondary special,Married,House / apartment,0,SUNDAY,Unaccompanied,block of flats,Panel
286159,0,0,157500.0,512064.0,25033.5,360000.0,7.0,,Laborers,Cash loans,M,Y,Y,State servant,Secondary / secondary special,Married,House / apartment,1,TUESDAY,Unaccompanied,,
135534,0,2,81000.0,454500.0,23337.0,454500.0,,,Core staff,Cash loans,F,N,Y,Working,Higher education,Married,House / apartment,1,WEDNESDAY,Unaccompanied,,
167822,0,2,112500.0,587619.0,17311.5,490500.0,,0.0809,Medicine staff,Cash loans,F,N,Y,State servant,Higher education,Married,House / apartment,0,SATURDAY,Unaccompanied,block of flats,"Stone, brick"
318981,0,0,234000.0,570739.5,55597.5,549000.0,1.0,,Drivers,Cash loans,M,Y,Y,Working,Secondary / secondary special,Married,House / apartment,1,FRIDAY,Unaccompanied,,
292907,0,0,90000.0,481500.0,21339.0,481500.0,,0.1206,,Cash loans,F,N,Y,Pensioner,Higher education,Single / not married,House / apartment,0,TUESDAY,Unaccompanied,block of flats,Panel
231367,0,0,112500.0,284400.0,22468.5,225000.0,,,,Cash loans,F,N,Y,State servant,Secondary / secondary special,Single / not married,With parents,0,MONDAY,Unaccompanied,,
376029,0,1,270000.0,957033.0,51120.0,904500.0,4.0,0.3068,Laborers,Cash loans,M,Y,N,Commercial associate,Secondary / secondary special,Married,House / apartment,0,WEDNESDAY,Unaccompanied,block of flats,Panel
226848,0,0,180000.0,1042560.0,34587.0,900000.0,,0.0793,Laborers,Cash loans,M,N,N,Commercial associate,Secondary / secondary special,Married,House / apartment,1,THURSDAY,Unaccompanied,block of flats,"Stone, brick"
104196,0,0,112500.0,180000.0,9000.0,180000.0,0.0,0.3876,Sales staff,Revolving loans,F,Y,Y,Working,Secondary / secondary special,Separated,House / apartment,0,WEDNESDAY,Family,,
318338,0,0,193500.0,1071909.0,31473.0,936000.0,4.0,,Laborers,Cash loans,F,Y,N,Working,Secondary / secondary special,Married,House / apartment,1,MONDAY,Unaccompanied,,
301973,0,0,126000.0,454500.0,25375.5,454500.0,6.0,,Core staff,Cash loans,F,Y,Y,Working,Secondary / secondary special,Widow,House / apartment,1,WEDNESDAY,Family,,
369682,0,1,202500.0,625536.0,25114.5,540000.0,19.0,0.1476,Sales staff,Cash loans,F,Y,N,Working,Secondary / secondary special,Separated,House / apartment,0,MONDAY,Unaccompanied,block of flats,Panel
258062,0,1,99000.0,267102.0,21415.5,247500.0,15.0,,Drivers,Cash loans,M,Y,N,Working,Secondary / secondary special,Civil marriage,Municipal apartment,1,MONDAY,Unaccompanied,,
306081,0,0,157500.0,808650.0,26217.0,675000.0,,,Cleaning staff,Cash loans,F,N,Y,Working,Lower secondary,Single / not married,House / apartment,0,FRIDAY,Unaccompanied,,
410554,0,0,225000.0,900000.0,48082.5,900000.0,,0.0984,Medicine staff,Cash loans,F,N,N,Working,Higher education,Married,House / apartment,1,TUESDAY,Unaccompanied,block of flats,Panel
205046,0,1,216000.0,640080.0,29970.0,450000.0,,0.439,Core staff,Cash loans,F,N,Y,Commercial associate,Higher education,Married,House / apartment,1,FRIDAY,Family,block of flats,"Stone, brick"
230798,0,0,135000.0,441481.5,21469.5,364500.0,,,Secretaries,Cash loans,F,N,N,Working,Secondary / secondary special,Civil marriage,With parents,0,FRIDAY,Unaccompanied,,
232936,0,0,112500.0,566055.0,18387.0,472500.0,,0.0698,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Married,House / apartment,0,THURSDAY,Family,block of flats,"Stone, brick"
184725,1,0,171000.0,450000.0,22018.5,450000.0,8.0,0.3295,Laborers,Cash loans,M,Y,N,Working,Secondary / secondary special,Married,House / apartment,0,THURSDAY,Unaccompanied,block of flats,Panel
424669,0,0,225000.0,254700.0,14220.0,225000.0,,0.0487,,Cash loans,F,N,N,Pensioner,Higher education,Single / not married,House / apartment,0,SUNDAY,Unaccompanied,block of flats,"Stone, brick"
253558,0,0,36000.0,225000.0,10620.0,225000.0,,,Private service staff,Cash loans,F,N,N,Working,Secondary / secondary special,Civil marriage,House / apartment,0,SUNDAY,Unaccompanied,,
114874,0,0,90000.0,625536.0,20803.5,540000.0,9.0,,,Cash loans,M,Y,Y,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,THURSDAY,Unaccompanied,,
363976,0,0,103500.0,1129500.0,35464.5,1129500.0,,0.0236,Core staff,Cash loans,F,N,N,State servant,Higher education,Married,House / apartment,1,WEDNESDAY,Unaccompanied,,"Stone, brick"
313740,0,0,135000.0,1030500.0,40869.0,1030500.0,,0.1503,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Married,Municipal apartment,0,THURSDAY,Unaccompanied,block of flats,Panel
391057,0,2,135000.0,73944.0,5971.5,58500.0,,0.0928,Sales staff,Cash loans,F,N,Y,Working,Secondary / secondary special,Separated,House / apartment,1,MONDAY,Unaccompanied,block of flats,"Stone, brick"
347906,0,0,135000.0,755190.0,36459.0,675000.0,,0.0518,Secretaries,Cash loans,F,N,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,1,THURSDAY,Unaccompanied,block of flats,Others
377710,0,0,360000.0,675000.0,33750.0,675000.0,2.0,,Managers,Revolving loans,F,Y,Y,Working,Higher education,Single / not married,House / apartment,0,SUNDAY,Unaccompanied,,
260660,0,1,144000.0,521280.0,23089.5,450000.0,11.0,0.0148,High skill tech staff,Cash loans,M,Y,Y,Working,Secondary / secondary special,Married,House / apartment,1,WEDNESDAY,Unaccompanied,block of flats,"Stone, brick"
300734,0,1,135000.0,604152.0,29196.0,540000.0,,0.0936,Core staff,Cash loans,M,N,Y,State servant,Secondary / secondary special,Married,House / apartment,1,FRIDAY,Unaccompanied,block of flats,Panel
276253,0,0,67500.0,101880.0,10971.0,90000.0,,,Accountants,Cash loans,F,N,Y,Commercial associate,Secondary / secondary special,Married,Office apartment,0,THURSDAY,Unaccompanied,,
194582,0,1,112500.0,275040.0,13504.5,180000.0,,0.1328,Sales staff,Cash loans,F,N,Y,Working,Secondary / secondary special,Civil marriage,House / apartment,0,TUESDAY,Family,block of flats,"Stone, brick"
326845,0,0,76500.0,663669.0,22063.5,504000.0,,,Cleaning staff,Cash loans,F,N,Y,State servant,Secondary / secondary special,Married,House / apartment,0,FRIDAY,Children,,
131252,0,0,450000.0,1350000.0,37255.5,1350000.0,3.0,0.0852,Managers,Cash loans,M,Y,N,Commercial associate,Incomplete higher,Married,House / apartment,1,MONDAY,Unaccompanied,block of flats,Panel
332605,0,0,225000.0,652500.0,28872.0,652500.0,,,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,TUESDAY,Unaccompanied,,
154627,0,1,90000.0,270000.0,13261.5,270000.0,,,Sales staff,Cash loans,F,N,N,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,SATURDAY,Unaccompanied,,
411441,0,0,67500.0,232438.5,17986.5,211500.0,,0.0533,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Married,House / apartment,0,SATURDAY,Unaccompanied,block of flats,"Stone, brick"
292595,1,0,148500.0,668304.0,24894.0,540000.0,7.0,0.0092,Laborers,Cash loans,M,Y,N,Working,Secondary / secondary special,Married,House / apartment,0,SATURDAY,"Spouse, partner",block of flats,"Stone, brick"
450292,0,0,225000.0,371245.5,13995.0,261000.0,,,,Cash loans,F,N,Y,Pensioner,Secondary / secondary special,Married,House / apartment,1,TUESDAY,Family,,
175301,0,2,315000.0,254700.0,20250.0,225000.0,15.0,,Accountants,Cash loans,F,Y,Y,Working,Higher education,Married,House / apartment,0,MONDAY,Unaccompanied,,
410422,1,1,166500.0,81666.0,5062.5,58500.0,,0.0441,Managers,Cash loans,F,N,Y,Working,Secondary / secondary special,Single / not married,Municipal apartment,0,MONDAY,Unaccompanied,block of flats,Panel
325589,0,0,225000.0,270000.0,13500.0,270000.0,6.0,,Drivers,Revolving loans,M,Y,Y,Working,Higher education,Married,House / apartment,0,THURSDAY,Unaccompanied,,
102240,0,0,180000.0,679500.0,36333.0,679500.0,,,Managers,Cash loans,M,N,N,Working,Higher education,Married,Rented apartment,1,THURSDAY,Unaccompanied,,
148399,0,0,373230.0,1506816.0,45684.0,1350000.0,,0.066,Accountants,Cash loans,F,N,Y,Working,Higher education,Widow,House / apartment,0,FRIDAY,Unaccompanied,block of flats,Panel
185218,0,1,157500.0,1123164.0,47718.0,963000.0,,0.1689,,Cash loans,F,N,N,Commercial associate,Higher education,Married,House / apartment,1,SATURDAY,Unaccompanied,block of flats,Panel
117597,0,1,108000.0,495985.5,24255.0,409500.0,,0.0135,High skill tech staff,Cash loans,F,N,Y,Working,Secondary / secondary special,Married,House / apartment,0,WEDNESDAY,Family,block of flats,Wooden
379419,0,3,112500.0,573628.5,27724.5,463500.0,14.0,,Laborers,Cash loans,M,Y,Y,Working,Secondary / secondary special,Married,House / apartment,0,MONDAY,Unaccompanied,,
241412,0,1,112500.0,490536.0,18621.0,405000.0,,0.0157,Sales staff,Cash loans,F,N,Y,Working,Secondary / secondary special,Civil marriage,House / apartment,0,THURSDAY,Unaccompanied,block of flats,"Stone, brick"
421463,0,0,90000.0,248760.0,25488.0,225000.0,,,,Cash loans,M,N,N,Pensioner,Secondary / secondary special,Married,House / apartment,0,FRIDAY,Unaccompanied,,
210368,0,0,90000.0,508495.5,21672.0,454500.0,4.0,,,Cash loans,F,Y,N,Commercial associate,Secondary / secondary special,Married,House / apartment,1,THURSDAY,Family,,
342037,0,0,157500.0,180000.0,9000.0,180000.0,5.0,,,Revolving loans,F,Y,Y,Pensioner,Higher education,Civil marriage,House / apartment,0,WEDNESDAY,Unaccompanied,,
201769,0,0,76500.0,693301.5,23040.0,598500.0,,0.0372,,Cash loans,F,N,Y,Pensioner,Lower secondary,Married,House / apartment,0,SATURDAY,Family,block of flats,Panel
105526,0,0,229500.0,814041.0,23800.5,679500.0,,0.0405,Managers,Cash loans,F,N,Y,Commercial associate,Secondary / secondary special,Married,House / apartment,1,SUNDAY,Unaccompanied,block of flats,Panel
